Seq_405,1,1000,plus
Seq_406,1,996,plus
Seq_407,769,1,minus
Seq_41,1,1000,plus
Seq_41,960,1,minus
Seq_42,1,1000,plus
Seq_42,960,1,minus
Seq_43,1,1000,plus
Seq_43,960,1,minus
Seq_44,112,1000,plus
Seq_44,963,1,minus
Seq_45,1,1000,plus
Seq_45,986,1,minus
Seq_46,1,1000,plus
Seq_46,986,1,minus
Seq_47,1,1000,plus
Seq_48,1,1000,plus
Seq_49,1,998,plus
Seq_49,943,1,minus
Seq_5,1,1000,plus
Seq_5,960,1,minus
Seq_50,1,1000,plus
Seq_50,948,1,minus
Seq_51,1,1000,plus
Seq_51,945,1,minus
Seq_52,1,1000,plus
Seq_52,945,1,minus
Seq_53,1,1000,plus
Seq_53,945,1,minus
Seq_54,1,1000,plus
Seq_54,952,1,minus
Seq_55,1,1000,plus
Seq_55,952,1,minus
Seq_56,1,1000,plus
Seq_56,952,1,minus
Seq_57,1,1000,plus
Seq_57,1000,453,minus
Seq_58,1,1000,plus
Seq_58,1000,453,minus
Seq_59,1,1000,plus
Seq_6,4,1000,plus
Seq_6,963,1,minus
Seq_60,1,1000,plus
Seq_61,1,1000,plus
Seq_64,1,1000,plus
Seq_65,1,1000,plus
Seq_66,1,996,plus
Seq_67,1,1000,plus
Seq_68,1,1000,plus
Seq_69,1,1000,plus
Seq_7,1,1000,plus
Seq_70,1,1000,plus
Seq_73,1,1000,plus
Seq_74,1,1000,plus
Seq_75,1,1000,plus
Seq_76,1,1000,plus
Seq_79,1,1000,plus
Seq_8,1,1000,plus
Seq_80,1,1000,plus
Seq_81,1,1000,plus
Seq_82,1,1000,plus
Seq_83,1,1000,plus
Seq_84,1,1000,plus
Seq_85,1,1000,plus
Seq_86,1,1000,plus
Seq_87,1,1000,plus
Seq_88,1,1000,plus
Seq_89,1,1000,plus
Seq_9,1,1000,plus
Seq_90,1,1000,plus
Seq_91,1,1000,plus
Seq_92,1,1000,plus
Seq_93,1,1000,plus
Seq_94,1,1000,plus
Seq_95,1,1000,plus
Seq_96,1,1000,plus
Seq_97,1,1000,plus
Seq_98,1,1000,plus
Seq_99,1,1000,plus
